Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[165]    0.0    0.00    0.00      29         std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_get_Tp_allocator() [165]
-----------------------------------------------
                0.00    0.00       1/29          std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [311]
                0.00    0.00      28/29          std::vector<int, std::allocator<int> >::max_size() const [169]
[166]    0.0    0.00    0.00      29         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [166]
                0.00    0.00      29/98          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [151]
-----------------------------------------------
                0.00    0.00      28/28          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::max_size() const [168]
[167]    0.0    0.00    0.00      28         std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_get_Tp_allocator() const [167]
-----------------------------------------------
                0.00    0.00      28/28          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_check_len(unsigned long, char const*) const [182]
[168]    0.0    0.00    0.00      28         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::max_size() const [168]
                0.00    0.00      28/28          std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_get_Tp_allocator() const [167]
                0.00    0.00      28/28          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_max_size(std::allocator<std::pair<int, int> > const&) [170]
-----------------------------------------------
                0.00    0.00      28/28          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [183]
[169]    0.0    0.00    0.00      28         std::vector<int, std::allocator<int> >::max_size() const [169]
                0.00    0.00      28/230         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [117]
                0.00    0.00      28/29          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [166]
-----------------------------------------------
                0.00    0.00      28/28          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::max_size() const [168]
[170]    0.0    0.00    0.00      28         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_max_size(std::allocator<std::pair<int, int> > const&) [170]
                0.00    0.00      28/98          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [151]
-----------------------------------------------
                0.00    0.00      28/28          void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<unsigned long&, unsigned long&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, unsigned long&, unsigned long&) [187]
[171]    0.0    0.00    0.00      28         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_relocate(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [171]
                0.00    0.00      28/28          std::pair<int, int>* std::__relocate_a<std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [173]
-----------------------------------------------
                0.00    0.00      28/28          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [188]
[172]    0.0    0.00    0.00      28         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [172]
                0.00    0.00      28/28          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [174]
-----------------------------------------------
                0.00    0.00      28/28          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_relocate(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [171]
[173]    0.0    0.00    0.00      28         std::pair<int, int>* std::__relocate_a<std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [173]
                0.00    0.00      84/84          std::pair<int, int>* std::__niter_base<std::pair<int, int>*>(std::pair<int, int>*) [152]
                0.00    0.00      28/28          std::pair<int, int>* std::__relocate_a_1<std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [175]
-----------------------------------------------
                0.00    0.00      28/28          std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [172]
[174]    0.0    0.00    0.00      28         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [174]
                0.00    0.00      84/286         int* std::__niter_base<int*>(int*) [112]
                0.00    0.00      28/28          std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [176]
-----------------------------------------------
                0.00    0.00      28/28          std::pair<int, int>* std::__relocate_a<std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [173]
[175]    0.0    0.00    0.00      28         std::pair<int, int>* std::__relocate_a_1<std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [175]
                0.00    0.00   16382/24573       std::pair<int, int>* std::__addressof<std::pair<int, int> >(std::pair<int, int>&) [30]
                0.00    0.00    8191/8191        void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [63]
-----------------------------------------------
                0.00    0.00      28/28          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [174]
[176]    0.0    0.00    0.00      28         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [176]
-----------------------------------------------
                0.00    0.00       1/16          main [1]
                0.00    0.00       1/16          Graph::EulerianCycle(std::vector<int, std::allocator<int> >&) [2]
                0.00    0.00      14/16          std::vector<int, std::allocator<int> >::push_back(int const&) [74]
[177]    0.0    0.00    0.00      16         std::vector<int, std::allocator<int> >::end() [177]
                0.00    0.00      16/32          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [164]
-----------------------------------------------
                0.00    0.00       1/16          main [1]
                0.00    0.00       1/16          Graph::EulerianCycle(std::vector<int, std::allocator<int> >&) [2]
                0.00    0.00      14/16          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [188]
[178]    0.0    0.00    0.00      16         std::vector<int, std::allocator<int> >::begin() [178]
                0.00    0.00      16/32          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [164]
-----------------------------------------------
                0.00    0.00       1/15          std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::~_Vector_base() [272]
                0.00    0.00      14/15          void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<unsigned long&, unsigned long&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, unsigned long&, unsigned long&) [187]
[179]    0.0    0.00    0.00      15         std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_deallocate(std::pair<int, int>*, unsigned long) [179]
                0.00    0.00      14/14          std::__new_allocator<std::pair<int, int> >::deallocate(std::pair<int, int>*, unsigned long) [185]
-----------------------------------------------
                0.00    0.00       1/15          Graph::CreateRandomGraph(unsigned long, unsigned long, unsigned long) [11]
                0.00    0.00      14/15          void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<unsigned long&, unsigned long&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, unsigned long&, unsigned long&) [187]
[180]    0.0    0.00    0.00      15         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::begin() [180]
                0.00    0.00      15/20229       __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::__normal_iterator(std::pair<int, int>* const&) [35]
-----------------------------------------------
                0.00    0.00      14/14          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [188]
[181]    0.0    0.00    0.00      14         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [181]
                0.00    0.00      28/15214       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [37]
-----------------------------------------------
                0.00    0.00      14/14          void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<unsigned long&, unsigned long&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, unsigned long&, unsigned long&) [187]
[182]    0.0    0.00    0.00      14         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_check_len(unsigned long, char const*) const [182]
                0.00    0.00      56/5106        std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::size() const [66]
                0.00    0.00      28/28          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::max_size() const [168]
                0.00    0.00      14/33          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [163]
-----------------------------------------------
                0.00    0.00      14/14          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [188]
[183]    0.0    0.00    0.00      14         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [183]
                0.00    0.00      56/258         std::vector<int, std::allocator<int> >::size() const [114]
                0.00    0.00      28/28          std::vector<int, std::allocator<int> >::max_size() const [169]
                0.00    0.00      14/33          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [163]
-----------------------------------------------
                0.00    0.00      14/14          void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<unsigned long&, unsigned long&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, unsigned long&, unsigned long&) [187]
[184]    0.0    0.00    0.00      14         std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_allocate(unsigned long) [184]
                0.00    0.00      14/14          std::__new_allocator<std::pair<int, int> >::allocate(unsigned long, void const*) [186]
-----------------------------------------------
                0.00    0.00      14/14          std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_deallocate(std::pair<int, int>*, unsigned long) [179]
[185]    0.0    0.00    0.00      14         std::__new_allocator<std::pair<int, int> >::deallocate(std::pair<int, int>*, unsigned long) [185]
-----------------------------------------------
                0.00    0.00      14/14          std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_allocate(unsigned long) [184]
[186]    0.0    0.00    0.00      14         std::__new_allocator<std::pair<int, int> >::allocate(unsigned long, void const*) [186]
-----------------------------------------------
                0.00    0.00      14/14          std::pair<int, int>& std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<unsigned long&, unsigned long&>(unsigned long&, unsigned long&) [79]
[187]    0.0    0.00    0.00      14         void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<unsigned long&, unsigned long&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, unsigned long&, unsigned long&) [187]
                0.00    0.00      84/40428       unsigned long& std::forward<unsigned long&>(std::remove_reference<unsigned long&>::type&) [28]
                0.00    0.00      28/29          std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_get_Tp_allocator() [165]
                0.00    0.00      28/10158       __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::base() const [50]
                0.00    0.00      28/28          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_relocate(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [171]
                0.00    0.00      14/14          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_check_len(unsigned long, char const*) const [182]
                0.00    0.00      14/15          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::begin() [180]
                0.00    0.00      14/2539        __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::difference_type __gnu_cxx::operator-<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [85]
                0.00    0.00      14/14          std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_allocate(unsigned long) [184]
                0.00    0.00      14/23545       operator new(unsigned long, void*) [31]
                0.00    0.00      14/5050        std::pair<int, int>::pair<unsigned long&, unsigned long&, true>(unsigned long&, unsigned long&) [78]
                0.00    0.00      14/15          std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_deallocate(std::pair<int, int>*, unsigned long) [179]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::push_back(int const&) [74]
[188]    0.0    0.00    0.00      14         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [188]
                0.00    0.00      42/20257       int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [34]
                0.00    0.00      28/435         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [105]
                0.00    0.00      28/15214       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [37]
                0.00    0.00      28/28          std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [172]
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [183]
                0.00    0.00      14/16          std::vector<int, std::allocator<int> >::begin() [178]
                0.00    0.00      14/14          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [181]
                0.00    0.00      14/217         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [119]
                0.00    0.00      14/23545       operator new(unsigned long, void*) [31]
                0.00    0.00      14/218         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [118]
-----------------------------------------------
                0.00    0.00       9/9           int** std::__copy_move_a<false, int**, int**>(int**, int**, int**) [218]
[189]    0.0    0.00    0.00       9         int** std::__niter_base<int**>(int**) [189]
-----------------------------------------------
                0.00    0.00       4/8           std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [197]
                0.00    0.00       4/8           std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [196]
[190]    0.0    0.00    0.00       8         std::_Deque_base<int, std::allocator<int> >::_M_get_map_allocator() const [190]
                0.00    0.00       8/47          std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [153]
-----------------------------------------------
                0.00    0.00       4/8           std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [197]
                0.00    0.00       4/8           std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [196]
[191]    0.0    0.00    0.00       8         std::__new_allocator<int*>::~__new_allocator() [191]
-----------------------------------------------
                0.00    0.00       1/7           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [305]
                0.00    0.00       2/7           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [243]
                0.00    0.00       4/7           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, unsigned long, std::vector<int, std::allocator<int> > const&) [302]
[192]    0.0    0.00    0.00       7         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [192]
-----------------------------------------------
                0.00    0.00       6/6           int** std::copy<int**, int**>(int**, int**, int**) [221]
[193]    0.0    0.00    0.00       6         int** std::__miter_base<int**>(int**) [193]
-----------------------------------------------
                0.00    0.00       5/5           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [87]
[194]    0.0    0.00    0.00       5         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [194]
-----------------------------------------------
                0.00    0.00       4/4           bool std::operator==<std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*> const&, std::move_iterator<std::vector<int, std::allocator<int> >*> const&) [248]
[195]    0.0    0.00    0.00       4         std::move_iterator<std::vector<int, std::allocator<int> >*>::base() const [195]
-----------------------------------------------
                0.00    0.00       1/4           std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [264]
                0.00    0.00       3/4           std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [212]
[196]    0.0    0.00    0.00       4         std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [196]
                0.00    0.00       4/8           std::_Deque_base<int, std::allocator<int> >::_M_get_map_allocator() const [190]
                0.00    0.00       4/4           std::__new_allocator<int*>::allocate(unsigned long, void const*) [201]
                0.00    0.00       4/8           std::__new_allocator<int*>::~__new_allocator() [191]
-----------------------------------------------
                0.00    0.00       1/4           std::_Deque_base<int, std::allocator<int> >::~_Deque_base() [266]
                0.00    0.00       3/4           std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [212]
[197]    0.0    0.00    0.00       4         std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [197]
                0.00    0.00       4/8           std::_Deque_base<int, std::allocator<int> >::_M_get_map_allocator() const [190]
                0.00    0.00       4/4           std::__new_allocator<int*>::deallocate(int**, unsigned long) [200]
                0.00    0.00       4/8           std::__new_allocator<int*>::~__new_allocator() [191]
-----------------------------------------------
                0.00    0.00       4/4           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_Bvector_impl_data() [235]
[198]    0.0    0.00    0.00       4         std::_Bit_iterator::_Bit_iterator() [198]
                0.00    0.00       4/10307       std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [42]
-----------------------------------------------
                0.00    0.00       4/4           std::move_iterator<std::vector<int, std::allocator<int> >*> std::__make_move_if_noexcept_iterator<std::vector<int, std::allocator<int> >, std::move_iterator<std::vector<int, std::allocator<int> >*> >(std::vector<int, std::allocator<int> >*) [202]
[199]    0.0    0.00    0.00       4         std::move_iterator<std::vector<int, std::allocator<int> >*>::move_iterator(std::vector<int, std::allocator<int> >*) [199]
                0.00    0.00       4/4           std::remove_reference<std::vector<int, std::allocator<int> >*&>::type&& std::move<std::vector<int, std::allocator<int> >*&>(std::vector<int, std::allocator<int> >*&) [203]
-----------------------------------------------
                0.00    0.00       4/4           std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [197]
[200]    0.0    0.00    0.00       4         std::__new_allocator<int*>::deallocate(int**, unsigned long) [200]
-----------------------------------------------
                0.00    0.00       4/4           std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [196]
[201]    0.0    0.00    0.00       4         std::__new_allocator<int*>::allocate(unsigned long, void const*) [201]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<int, std::allocator<int> >* std::__uninitialized_move_if_noexcept_a<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [247]
[202]    0.0    0.00    0.00       4         std::move_iterator<std::vector<int, std::allocator<int> >*> std::__make_move_if_noexcept_iterator<std::vector<int, std::allocator<int> >, std::move_iterator<std::vector<int, std::allocator<int> >*> >(std::vector<int, std::allocator<int> >*) [202]
                0.00    0.00       4/4           std::move_iterator<std::vector<int, std::allocator<int> >*>::move_iterator(std::vector<int, std::allocator<int> >*) [199]
-----------------------------------------------
                0.00    0.00       4/4           std::move_iterator<std::vector<int, std::allocator<int> >*>::move_iterator(std::vector<int, std::allocator<int> >*) [199]
[203]    0.0    0.00    0.00       4         std::remove_reference<std::vector<int, std::allocator<int> >*&>::type&& std::move<std::vector<int, std::allocator<int> >*&>(std::vector<int, std::allocator<int> >*&) [203]
-----------------------------------------------
                0.00    0.00       3/3           std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [215]
[204]    0.0    0.00    0.00       3         int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [204]
                0.00    0.00       3/3           __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::_Save_errno() [224]
                0.00    0.00       3/3           __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Range_chk::_S_chk(long, std::integral_constant<bool, true>) [223]
                0.00    0.00       3/3           __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::~_Save_errno() [225]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [305]
                0.00    0.00       2/3           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::max_size() const [230]
[205]    0.0    0.00    0.00       3         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() const [205]
-----------------------------------------------
                0.00    0.00       3/3           int** std::__copy_move_a2<false, int**, int**>(int**, int**, int**) [220]
[206]    0.0    0.00    0.00       3         int** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int*, int*>(int**, int**, int**) [206]
-----------------------------------------------
                0.00    0.00       3/3           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [214]
[207]    0.0    0.00    0.00       3         std::char_traits<char>::length(char const*) [207]
                0.00    0.00       3/2528        std::__is_constant_evaluated() [86]
-----------------------------------------------
                0.00    0.00       3/3           void std::_Destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [222]
[208]    0.0    0.00    0.00       3         void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [208]
                0.00    0.00     202/404         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [109]
                0.00    0.00     202/202         void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [145]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, unsigned long, std::vector<int, std::allocator<int> > const&) [302]
                0.00    0.00       2/3           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [234]
[209]    0.0    0.00    0.00       3         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [209]
                0.00    0.00       2/2           std::__new_allocator<std::vector<int, std::allocator<int> > >::deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [238]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [305]
                0.00    0.00       2/3           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [232]
[210]    0.0    0.00    0.00       3         std::__new_allocator<std::vector<int, std::allocator<int> > >::~__new_allocator() [210]
-----------------------------------------------
                0.00    0.00       3/3           Graph::parseFlags(int, char**) [10]
[211]    0.0    0.00    0.00       3         std::__new_allocator<char>::~__new_allocator() [211]
-----------------------------------------------
                0.00    0.00       3/3           std::deque<int, std::allocator<int> >::_M_reserve_map_at_back(unsigned long) [161]
[212]    0.0    0.00    0.00       3         std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [212]
                0.00    0.00       6/164         std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [146]
                0.00    0.00       3/33          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [163]
                0.00    0.00       3/4           std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [196]
                0.00    0.00       3/3           int** std::copy<int**, int**>(int**, int**, int**) [221]
                0.00    0.00       3/4           std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [197]
-----------------------------------------------
                0.00    0.00       3/3           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [214]
[213]    0.0    0.00    0.00       3         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [213]
